Theme_Name,Set_Name,num_parts,year,Color,Unique_Parts
Raiders of the Lost Ark,Race for the Stolen Treasure,275,2008,Blue,1
Raiders of the Lost Ark,Race for the Stolen Treasure,275,2008,Chrome Gold,4
Raiders of the Lost Ark,Race for the Stolen Treasure,275,2008,Dark Bluish Gray,22
Raiders of the Lost Ark,Race for the Stolen Treasure,275,2008,Dark Brown,1
Raiders of the Lost Ark,Race for the Stolen Treasure,275,2008,Dark Tan,2
Raiders of the Lost Ark,Race for the Stolen Treasure,275,2008,Light Bluish Gray,28
Raiders of the Lost Ark,Race for the Stolen Treasure,275,2008,Light Flesh,4
Raiders of the Lost Ark,Race for the Stolen Treasure,275,2008,Metallic Gold,2
Raiders of the Lost Ark,Race for the Stolen Treasure,275,2008,Metallic Silver,1
Raiders of the Lost Ark,Race for the Stolen Treasure,275,2008,Reddish Brown,4
Raiders of the Lost Ark,Race for the Stolen Treasure,275,2008,Tan,5
Raiders of the Lost Ark,Race for the Stolen Treasure,275,2008,Trans-Black,1
Raiders of the Lost Ark,Race for the Stolen Treasure,275,2008,Trans-Clear,2
Raiders of the Lost Ark,Race for the Stolen Treasure,275,2008,Trans-Dark Blue,1
Raiders of the Lost Ark,Race for the Stolen Treasure,275,2008,Trans-Green,1
Raiders of the Lost Ark,Race for the Stolen Treasure,275,2008,White,1
Raiders of the Lost Ark,Race for the Stolen Treasure,275,2008,Trans-Red,1
Raiders of the Lost Ark,Fight on the Flying Wing,375,2009,Dark Brown,2
Raiders of the Lost Ark,Fight on the Flying Wing,375,2009,Dark Green,9
Raiders of the Lost Ark,Fight on the Flying Wing,375,2009,Dark Tan,2
Raiders of the Lost Ark,Fight on the Flying Wing,375,2009,Green,7
Raiders of the Lost Ark,Fight on the Flying Wing,375,2009,Light Bluish Gray,27
Raiders of the Lost Ark,Fight on the Flying Wing,375,2009,Light Flesh,5
Raiders of the Lost Ark,Fight on the Flying Wing,375,2009,Reddish Brown,8
Raiders of the Lost Ark,Fight on the Flying Wing,375,2009,Sand Green,1
Raiders of the Lost Ark,Fight on the Flying Wing,375,2009,Tan,13
Raiders of the Lost Ark,Fight on the Flying Wing,375,2009,Blue,1
Raiders of the Lost Ark,Fight on the Flying Wing,375,2009,Trans-Black,3
Raiders of the Lost Ark,Fight on the Flying Wing,375,2009,Trans-Clear,3
Raiders of the Lost Ark,Fight on the Flying Wing,375,2009,Trans-Neon Green,1
Raiders of the Lost Ark,Fight on the Flying Wing,375,2009,Trans-Red,1
Raiders of the Lost Ark,Fight on the Flying Wing,375,2009,White,5
Raiders of the Lost Ark,Fight on the Flying Wing,375,2009,Yellow,1
Raiders of the Lost Ark,Fight on the Flying Wing,375,2009,Black,26
Raiders of the Lost Ark,Fight on the Flying Wing,375,2009,Red,2
Raiders of the Lost Ark,Fight on the Flying Wing,375,2009,Dark Bluish Gray,41
Raiders of the Lost Ark,Ambush in Cairo,79,2009,Black,8
Raiders of the Lost Ark,Ambush in Cairo,79,2009,Bright Green,1
Raiders of the Lost Ark,Ambush in Cairo,79,2009,Dark Bluish Gray,3
Raiders of the Lost Ark,Ambush in Cairo,79,2009,Dark Brown,1
Raiders of the Lost Ark,Ambush in Cairo,79,2009,Dark Purple,1
Raiders of the Lost Ark,Ambush in Cairo,79,2009,Dark Tan,1
Raiders of the Lost Ark,Ambush in Cairo,79,2009,Flesh,2
Raiders of the Lost Ark,Ambush in Cairo,79,2009,Light Bluish Gray,2
Raiders of the Lost Ark,Ambush in Cairo,79,2009,Light Flesh,2
Raiders of the Lost Ark,Ambush in Cairo,79,2009,Pearl Light Gray,2
Raiders of the Lost Ark,Ambush in Cairo,79,2009,Red,1
Raiders of the Lost Ark,Ambush in Cairo,79,2009,Reddish Brown,9
Raiders of the Lost Ark,Ambush in Cairo,79,2009,Tan,10
Raiders of the Lost Ark,Ambush in Cairo,79,2009,White,3
Raiders of the Lost Ark,Ambush in Cairo,79,2009,Yellow,2
Raiders of the Lost Ark,Ambush in Cairo,79,2009,Metallic Gold,1
RC Train,Cargo Train Deluxe,830,2006,[No Color],1
RC Train,Cargo Train Deluxe,830,2006,Black,59
RC Train,Cargo Train Deluxe,830,2006,Blue,13
RC Train,Cargo Train Deluxe,830,2006,Chrome Silver,1
RC Train,Cargo Train Deluxe,830,2006,Dark Bluish Gray,44
RC Train,Cargo Train Deluxe,830,2006,Green,21
RC Train,Cargo Train Deluxe,830,2006,Light Bluish Gray,31
RC Train,Cargo Train Deluxe,830,2006,Orange,3
RC Train,Cargo Train Deluxe,830,2006,Red,42
RC Train,Cargo Train Deluxe,830,2006,Reddish Brown,1
RC Train,Cargo Train Deluxe,830,2006,Tan,2
RC Train,Cargo Train Deluxe,830,2006,Trans-Black,5
RC Train,Cargo Train Deluxe,830,2006,Trans-Clear,2
RC Train,Cargo Train Deluxe,830,2006,Trans-Orange,2
RC Train,Cargo Train Deluxe,830,2006,Trans-Red,4
RC Train,Cargo Train Deluxe,830,2006,Trans-Yellow,3
RC Train,Cargo Train Deluxe,830,2006,White,5
RC Train,Cargo Train Deluxe,830,2006,Yellow,27
RC Train,Passenger Train,494,2006,Black,23
RC Train,Passenger Train,494,2006,Blue,5
RC Train,Passenger Train,494,2006,Chrome Silver,1
RC Train,Passenger Train,494,2006,Dark Blue,2
RC Train,Passenger Train,494,2006,Dark Bluish Gray,19
RC Train,Passenger Train,494,2006,Green,1
RC Train,Passenger Train,494,2006,Light Bluish Gray,10
RC Train,Passenger Train,494,2006,Red,15
RC Train,Passenger Train,494,2006,Reddish Brown,2
RC Train,Passenger Train,494,2006,Trans-Black,6
RC Train,Passenger Train,494,2006,Trans-Clear,1
RC Train,Passenger Train,494,2006,Trans-Green,1
RC Train,Passenger Train,494,2006,Trans-Light Blue,1
RC Train,Passenger Train,494,2006,Trans-Red,1
RC Train,Passenger Train,494,2006,Trans-Yellow,2
RC Train,Passenger Train,494,2006,White,15
RC Train,Passenger Train,494,2006,Yellow,4
RC Train,Straight & Curved Rails,16,2006,Dark Bluish Gray,3
RC Train,Switching Tracks,8,2006,Dark Bluish Gray,3
RC Train,Switching Tracks,8,2006,Yellow,1
RC Train,Flexible Rails,24,2011,Dark Bluish Gray,3
RC Train,Horizon Express,1349,2013,[No Color],1
RC Train,Horizon Express,1349,2013,Black,75
RC Train,Horizon Express,1349,2013,Blue,5
RC Train,Horizon Express,1349,2013,Chrome Silver,1
RC Train,Horizon Express,1349,2013,Dark Blue,2
RC Train,Horizon Express,1349,2013,Dark Bluish Gray,23
RC Train,Horizon Express,1349,2013,Dark Brown,3
RC Train,Horizon Express,1349,2013,Dark Purple,1
RC Train,Horizon Express,1349,2013,Dark Red,1
RC Train,Horizon Express,1349,2013,Dark Tan,1
RC Train,Horizon Express,1349,2013,Green,2
RC Train,Horizon Express,1349,2013,Light Bluish Gray,26
RC Train,Horizon Express,1349,2013,Medium Blue,1
RC Train,Horizon Express,1349,2013,Metallic Silver,1
RC Train,Horizon Express,1349,2013,Orange,30
RC Train,Horizon Express,1349,2013,Red,4
RC Train,Horizon Express,1349,2013,Reddish Brown,5
RC Train,Horizon Express,1349,2013,Tan,1
RC Train,Horizon Express,1349,2013,Trans-Clear,8
RC Train,Horizon Express,1349,2013,Trans-Green,1
RC Train,Horizon Express,1349,2013,White,36
RC Train,Horizon Express,1349,2013,Yellow,7
RC Train,Horizon Express Kit,7,2013,[No Color],1
RCX,ROBOLAB Starter Building Set,1712,1998,Bright Green,2
RCX,ROBOLAB Starter Building Set,1712,1998,Dark Gray,6
RCX,ROBOLAB Starter Building Set,1712,1998,Dark Turquoise,5
RCX,ROBOLAB Starter Building Set,1712,1998,Green,13
RCX,ROBOLAB Starter Building Set,1712,1998,Light Gray,50
RCX,ROBOLAB Starter Building Set,1712,1998,Orange,5
RCX,ROBOLAB Starter Building Set,1712,1998,Purple,1
RCX,ROBOLAB Starter Building Set,1712,1998,Red,16
RCX,ROBOLAB Starter Building Set,1712,1998,Trans-Clear,3
RCX,ROBOLAB Starter Building Set,1712,1998,Trans-Dark Blue,3
RCX,ROBOLAB Starter Building Set,1712,1998,Trans-Green,1
RCX,ROBOLAB Starter Building Set,1712,1998,Trans-Neon Green,2
RCX,ROBOLAB Starter Building Set,1712,1998,Trans-Neon Orange,1
RCX,ROBOLAB Starter Building Set,1712,1998,Trans-Red,1
RCX,ROBOLAB Starter Building Set,1712,1998,White,26
RCX,ROBOLAB Starter Building Set,1712,1998,Yellow,15
RCX,ROBOLAB Starter Building Set,1712,1998,Black,60
RCX,ROBOLAB Starter Building Set,1712,1998,Blue,10
RCX,"Robotics Invention System, Version 1.0",736,1998,Yellow,13
RCX,"Robotics Invention System, Version 1.0",736,1998,Black,49
RCX,"Robotics Invention System, Version 1.0",736,1998,Blue,7
RCX,"Robotics Invention System, Version 1.0",736,1998,Dark Gray,5
RCX,"Robotics Invention System, Version 1.0",736,1998,Dark Turquoise,1
RCX,"Robotics Invention System, Version 1.0",736,1998,Green,9
RCX,"Robotics Invention System, Version 1.0",736,1998,Light Gray,46
RCX,"Robotics Invention System, Version 1.0",736,1998,Purple,1
RCX,"Robotics Invention System, Version 1.0",736,1998,Royal Blue,1
RCX,"Robotics Invention System, Version 1.0",736,1998,Trans-Neon Orange,1
RCX,"Robotics Invention System, Version 1.0",736,1998,White,9
RCX,Extreme Creatures,148,1998,Black,21
RCX,Extreme Creatures,148,1998,Blue,2
RCX,Extreme Creatures,148,1998,Brown,1
RCX,Extreme Creatures,148,1998,Dark Gray,3
RCX,Extreme Creatures,148,1998,Dark Turquoise,5
RCX,Extreme Creatures,148,1998,Green,1
RCX,Extreme Creatures,148,1998,Light Gray,11
RCX,Extreme Creatures,148,1998,Purple,6
RCX,Extreme Creatures,148,1998,Royal Blue,1
RCX,Extreme Creatures,148,1998,Trans-Clear,1
RCX,Extreme Creatures,148,1998,Trans-Neon Green,1
RCX,Extreme Creatures,148,1998,Trans-Neon Orange,1
RCX,Extreme Creatures,148,1998,White,3
RCX,RoboSports,91,1998,Royal Blue,2
RCX,RoboSports,91,1998,White,1
RCX,RoboSports,91,1998,Yellow,8
RCX,RoboSports,91,1998,Black,9
RCX,RoboSports,91,1998,Blue,11
RCX,RoboSports,91,1998,Light Gray,5
RCX,RoboSports,91,1998,Red,1
RCX,Infrared Transmission Tower,2,1998,Dark Gray,1
RCX,Infrared Transmission Tower,2,1998,Light Gray,1
RCX,Remote Control,1,1998,Black,1
RCX,ROBOLAB Team Challenge Set Version 2.5 [Serial Transmitter],833,2002,[No Color],1
RCX,ROBOLAB Team Challenge Set Version 2.5 [Serial Transmitter],833,2002,Black,49
RCX,ROBOLAB Team Challenge Set Version 2.5 [Serial Transmitter],833,2002,Blue,14
RCX,ROBOLAB Team Challenge Set Version 2.5 [Serial Transmitter],833,2002,Bright Green,1
RCX,ROBOLAB Team Challenge Set Version 2.5 [Serial Transmitter],833,2002,Chrome Silver,1
RCX,ROBOLAB Team Challenge Set Version 2.5 [Serial Transmitter],833,2002,Dark Gray,7
RCX,ROBOLAB Team Challenge Set Version 2.5 [Serial Transmitter],833,2002,Dark Turquoise,1
RCX,ROBOLAB Team Challenge Set Version 2.5 [Serial Transmitter],833,2002,Green,9
RCX,ROBOLAB Team Challenge Set Version 2.5 [Serial Transmitter],833,2002,Light Gray,51
RCX,ROBOLAB Team Challenge Set Version 2.5 [Serial Transmitter],833,2002,Purple,1
RCX,ROBOLAB Team Challenge Set Version 2.5 [Serial Transmitter],833,2002,Tan,1
RCX,ROBOLAB Team Challenge Set Version 2.5 [Serial Transmitter],833,2002,Trans-Clear,1
RCX,ROBOLAB Team Challenge Set Version 2.5 [Serial Transmitter],833,2002,Trans-Dark Blue,1
RCX,ROBOLAB Team Challenge Set Version 2.5 [Serial Transmitter],833,2002,Trans-Neon Orange,1
RCX,ROBOLAB Team Challenge Set Version 2.5 [Serial Transmitter],833,2002,White,11
RCX,ROBOLAB Team Challenge Set Version 2.5 [Serial Transmitter],833,2002,Yellow,15
RCX,Mini RCX Brick,4,2008,Dark Bluish Gray,1
RCX,Mini RCX Brick,4,2008,Yellow,3
Recreation,Derby Trotter,142,1989,Black,8
Recreation,Derby Trotter,142,1989,Blue,3
Recreation,Derby Trotter,142,1989,Brown,4
Recreation,Derby Trotter,142,1989,Dark Gray,1
Recreation,Derby Trotter,142,1989,Green,3
Recreation,Derby Trotter,142,1989,Light Gray,7
Recreation,Derby Trotter,142,1989,Red,8
Recreation,Derby Trotter,142,1989,Trans-Clear,1
Recreation,Derby Trotter,142,1989,Trans-Yellow,1
Recreation,Derby Trotter,142,1989,White,17
Recreation,Derby Trotter,142,1989,Yellow,6
Recreation,Prize Pony Stables,124,1994,Black,4
Recreation,Prize Pony Stables,124,1994,Blue,9
Recreation,Prize Pony Stables,124,1994,Brown,2
Recreation,Prize Pony Stables,124,1994,Chrome Silver,1
Recreation,Prize Pony Stables,124,1994,Dark Gray,1
Recreation,Prize Pony Stables,124,1994,Dark Pink,10
Recreation,Prize Pony Stables,124,1994,Green,3
Recreation,Prize Pony Stables,124,1994,Light Green,1
Recreation,Prize Pony Stables,124,1994,Light Violet,5
Recreation,Prize Pony Stables,124,1994,Light Yellow,2
Recreation,Prize Pony Stables,124,1994,Medium Green,5
Recreation,Prize Pony Stables,124,1994,Pink,5
Recreation,Prize Pony Stables,124,1994,Red,1
Recreation,Prize Pony Stables,124,1994,Unknown,2
Recreation,Prize Pony Stables,124,1994,White,9
Recreation,Prize Pony Stables,124,1994,Yellow,4
Recreation,Aircraft and Boat,100,1999,Black,16
Recreation,Aircraft and Boat,100,1999,Brown,4
Recreation,Aircraft and Boat,100,1999,Dark Gray,4
Recreation,Aircraft and Boat,100,1999,Green,5
Recreation,Aircraft and Boat,100,1999,Light Gray,7
Recreation,Aircraft and Boat,100,1999,Red,13
Recreation,Aircraft and Boat,100,1999,Trans-Green,1
Recreation,Aircraft and Boat,100,1999,Trans-Light Blue,2
Recreation,Aircraft and Boat,100,1999,Trans-Red,1
Recreation,Aircraft and Boat,100,1999,White,1
Recreation,Aircraft and Boat,100,1999,Yellow,13
Recreation,Ferris Wheel,1066,2007,Black,19
Recreation,Ferris Wheel,1066,2007,Blue,9
Recreation,Ferris Wheel,1066,2007,Dark Blue,1
Recreation,Ferris Wheel,1066,2007,Dark Bluish Gray,18
Recreation,Ferris Wheel,1066,2007,Dark Red,2
Recreation,Ferris Wheel,1066,2007,Green,6
Recreation,Ferris Wheel,1066,2007,Light Bluish Gray,32
Recreation,Ferris Wheel,1066,2007,Red,7
Recreation,Ferris Wheel,1066,2007,Reddish Brown,2
Recreation,Ferris Wheel,1066,2007,Tan,2
Recreation,Ferris Wheel,1066,2007,Trans-Clear,2
Recreation,Ferris Wheel,1066,2007,Trans-Green,1
Recreation,Ferris Wheel,1066,2007,White,8
Recreation,Ferris Wheel,1066,2007,Yellow,5
Recreation,Pony Stable,215,2008,Dark Orange,2
Recreation,Pony Stable,215,2008,Dark Pink,8
Recreation,Pony Stable,215,2008,Green,2
Recreation,Pony Stable,215,2008,Lime,2
Recreation,Pony Stable,215,2008,Magenta,2
Recreation,Pony Stable,215,2008,Orange,1
Recreation,Pony Stable,215,2008,Pearl Gold,1
Recreation,Pony Stable,215,2008,Pearl Light Gray,2
Recreation,Pony Stable,215,2008,Red,6
Recreation,Pony Stable,215,2008,Reddish Brown,4
Recreation,Pony Stable,215,2008,Trans-Dark Pink,1
Recreation,Pony Stable,215,2008,Trans-Light Blue,1
Recreation,Pony Stable,215,2008,White,22
Recreation,Pony Stable,215,2008,Yellow,5
Recreation,Pony Stable,215,2008,Black,2
Recreation,Pony Stable,215,2008,Blue,1
Recreation,Pony Stable,215,2008,Bright Green,6
Recreation,Pony Stable,215,2008,Bright Light Orange,1
Recreation,Pony Stable,215,2008,Bright Pink,1
Recreation,Pony Jumping,57,2008,[No Color],1
Recreation,Pony Jumping,57,2008,Black,2
Recreation,Pony Jumping,57,2008,Bright Green,1
Recreation,Pony Jumping,57,2008,Bright Pink,1
Recreation,Pony Jumping,57,2008,Dark Orange,1
Recreation,Pony Jumping,57,2008,Dark Pink,1
Recreation,Pony Jumping,57,2008,Glitter Trans-Dark Pink,1
Recreation,Pony Jumping,57,2008,Green,2
Recreation,Pony Jumping,57,2008,Magenta,2
Recreation,Pony Jumping,57,2008,Metallic Gold,1
Recreation,Pony Jumping,57,2008,Red,3
Recreation,Pony Jumping,57,2008,Reddish Brown,1
Recreation,Pony Jumping,57,2008,Trans-Dark Pink,1
Recreation,Pony Jumping,57,2008,White,6
Res-Q,Emergency Response Center,425,1998,Dark Gray,12
Res-Q,Emergency Response Center,425,1998,Light Gray,36
Res-Q,Emergency Response Center,425,1998,Red,5
Res-Q,Emergency Response Center,425,1998,Yellow,34
Res-Q,Emergency Response Center,425,1998,Trans-Dark Blue,7
Res-Q,Emergency Response Center,425,1998,White,32
Res-Q,Emergency Response Center,425,1998,Trans-Yellow,2
Res-Q,Emergency Response Center,425,1998,Trans-Light Blue,1
Res-Q,Emergency Response Center,425,1998,Trans-Red,3
Res-Q,Emergency Response Center,425,1998,Trans-Neon Green,3
Res-Q,Emergency Response Center,425,1998,Trans-Green,1
Res-Q,Emergency Response Center,425,1998,Black,51
Res-Q,Res-Q Cruiser,305,1998,Trans-Red,2
Res-Q,Res-Q Cruiser,305,1998,White,17
Res-Q,Res-Q Cruiser,305,1998,Yellow,23
Res-Q,Res-Q Cruiser,305,1998,Dark Gray,6
Res-Q,Res-Q Cruiser,305,1998,Black,39
Res-Q,Res-Q Cruiser,305,1998,Chrome Silver,1
Res-Q,Res-Q Cruiser,305,1998,Light Gray,22
Res-Q,Res-Q Cruiser,305,1998,Red,2
Res-Q,Res-Q Cruiser,305,1998,Trans-Dark Blue,4
Res-Q,Res-Q Cruiser,305,1998,Trans-Green,1
Res-Q,Res-Q Cruiser,305,1998,Trans-Neon Green,1
Res-Q,Aerial Recovery,197,1998,Black,48
Res-Q,Aerial Recovery,197,1998,Blue,2
Res-Q,Aerial Recovery,197,1998,Dark Gray,4
Res-Q,Aerial Recovery,197,1998,Light Gray,19
Res-Q,Aerial Recovery,197,1998,Red,1
Res-Q,Aerial Recovery,197,1998,Trans-Dark Blue,3
Res-Q,Aerial Recovery,197,1998,Trans-Green,1
Res-Q,Aerial Recovery,197,1998,Trans-Neon Green,3
Res-Q,Aerial Recovery,197,1998,Trans-Red,1
Res-Q,Aerial Recovery,197,1998,White,11
Res-Q,Aerial Recovery,197,1998,Yellow,19
Res-Q,Aerial Recovery,197,1998,Trans-Light Blue,1
Res-Q,River Response,152,1998,Trans-Red,2
Res-Q,River Response,152,1998,Trans-Yellow,1
Res-Q,River Response,152,1998,White,9
Res-Q,River Response,152,1998,Yellow,16
Res-Q,River Response,152,1998,Trans-Green,1
Res-Q,River Response,152,1998,Dark Gray,4
Res-Q,River Response,152,1998,Trans-Neon Green,1
Res-Q,River Response,152,1998,Light Gray,10
Res-Q,River Response,152,1998,Red,4
Res-Q,River Response,152,1998,Trans-Dark Blue,2
Res-Q,River Response,152,1998,Black,26
Res-Q,Emergency Evac,99,1998,Black,18
Res-Q,Emergency Evac,99,1998,Dark Gray,7
Res-Q,Emergency Evac,99,1998,Light Gray,10
Res-Q,Emergency Evac,99,1998,White,13
Res-Q,Emergency Evac,99,1998,Trans-Yellow,2
Res-Q,Emergency Evac,99,1998,Trans-Red,2
Res-Q,Emergency Evac,99,1998,Trans-Dark Blue,2
Res-Q,Emergency Evac,99,1998,Yellow,6
Res-Q,Emergency Evac,99,1998,Trans-Light Blue,1
Res-Q,Emergency Evac,99,1998,Trans-Neon Green,1
Res-Q,Res-Q Lifeguard,69,1998,Pink,1
Res-Q,Res-Q Lifeguard,69,1998,[No Color],1
Res-Q,Res-Q Lifeguard,69,1998,Trans-Light Blue,1
Res-Q,Res-Q Lifeguard,69,1998,Trans-Red,2
Res-Q,Res-Q Lifeguard,69,1998,White,10
Res-Q,Res-Q Lifeguard,69,1998,Yellow,10
Res-Q,Res-Q Lifeguard,69,1998,Black,14
Res-Q,Res-Q Lifeguard,69,1998,Brown,1
Res-Q,Res-Q Lifeguard,69,1998,Dark Gray,1
Res-Q,Res-Q Lifeguard,69,1998,Light Gray,4
Res-Q,Res-Q Lifeguard,69,1998,Trans-Dark Blue,3
Res-Q,Road Rescue,48,1998,Trans-Dark Blue,2
Res-Q,Road Rescue,48,1998,Trans-Red,2
Res-Q,Road Rescue,48,1998,Trans-Yellow,1
Res-Q,Road Rescue,48,1998,White,6
Res-Q,Road Rescue,48,1998,Yellow,6
Res-Q,Road Rescue,48,1998,Black,11
Res-Q,Road Rescue,48,1998,Dark Gray,4
Res-Q,Res-Q Jet-Ski,18,1998,Black,4
Res-Q,Res-Q Jet-Ski,18,1998,Light Gray,2
Res-Q,Res-Q Jet-Ski,18,1998,Trans-Dark Blue,1
Res-Q,Res-Q Jet-Ski,18,1998,White,4
Res-Q,Res-Q Jet-Ski,18,1998,Yellow,6
Res-Q,Wave Saver,18,1998,Black,4
Res-Q,Wave Saver,18,1998,Light Gray,2
Res-Q,Wave Saver,18,1998,Trans-Dark Blue,1
Res-Q,Wave Saver,18,1998,White,4
Res-Q,Wave Saver,18,1998,Yellow,6
Res-Q,Res-Q Runner,18,1999,Black,4
Res-Q,Res-Q Runner,18,1999,Light Gray,2
Res-Q,Res-Q Runner,18,1999,Trans-Dark Blue,1
Res-Q,Res-Q Runner,18,1999,White,4
Res-Q,Res-Q Runner,18,1999,Yellow,6
Riding Cycle,Motorcycle,103,1983,Black,14
Riding Cycle,Motorcycle,103,1983,Light Gray,10
Riding Cycle,Motorcycle,103,1983,Red,12
Riding Cycle,Motorcycle,103,1983,Yellow,1
Riding Cycle,Revvin' Riders,362,2006,Black,26
Riding Cycle,Revvin' Riders,362,2006,Blue,1
Riding Cycle,Revvin' Riders,362,2006,Dark Bluish Gray,24
Riding Cycle,Revvin' Riders,362,2006,Light Bluish Gray,27
Riding Cycle,Revvin' Riders,362,2006,Metallic Silver,3
Riding Cycle,Revvin' Riders,362,2006,Red,10
Riding Cycle,Revvin' Riders,362,2006,Tan,1
Riding Cycle,Revvin' Riders,362,2006,Trans-Black,1
Riding Cycle,Revvin' Riders,362,2006,Trans-Clear,2
Riding Cycle,Revvin' Riders,362,2006,Trans-Red,1
Riding Cycle,Revvin' Riders,362,2006,Trans-Yellow,1
Riding Cycle,Revvin' Riders,362,2006,White,1
Riding Cycle,Revvin' Riders,362,2006,Yellow,26
Riding Cycle,Race Rider,266,2009,Black,20
Riding Cycle,Race Rider,266,2009,Blue,27
Riding Cycle,Race Rider,266,2009,Dark Bluish Gray,15
Riding Cycle,Race Rider,266,2009,Light Bluish Gray,23
Riding Cycle,Race Rider,266,2009,Red,8
Riding Cycle,Race Rider,266,2009,Trans-Black,3
Riding Cycle,Race Rider,266,2009,Trans-Orange,1
Riding Cycle,Race Rider,266,2009,Trans-Red,1
Riding Cycle,Race Rider,266,2009,White,17
Riding Cycle,Street Motorcycle,374,2015,Black,19
Riding Cycle,Street Motorcycle,374,2015,Blue,3
Riding Cycle,Street Motorcycle,374,2015,Dark Bluish Gray,15
Riding Cycle,Street Motorcycle,374,2015,Dark Tan,1
Riding Cycle,Street Motorcycle,374,2015,Flat Silver,1
Riding Cycle,Street Motorcycle,374,2015,Light Bluish Gray,16
Riding Cycle,Street Motorcycle,374,2015,Medium Blue,8
Riding Cycle,Street Motorcycle,374,2015,Metallic Silver,1
Riding Cycle,Street Motorcycle,374,2015,Red,14
Riding Cycle,Street Motorcycle,374,2015,Tan,2
Riding Cycle,Street Motorcycle,374,2015,Trans-Clear,1
Riding Cycle,Street Motorcycle,374,2015,Trans-Red,1
Riding Cycle,Street Motorcycle,374,2015,Yellow,3
RoboForce,Robo Master,362,1997,[No Color],1
RoboForce,Robo Master,362,1997,Black,61
RoboForce,Robo Master,362,1997,Blue,9
RoboForce,Robo Master,362,1997,Dark Gray,2
RoboForce,Robo Master,362,1997,Light Gray,30
RoboForce,Robo Master,362,1997,Red,1
RoboForce,Robo Master,362,1997,Trans-Neon Green,9
RoboForce,Robo Master,362,1997,Trans-Red,1
RoboForce,Robo Master,362,1997,White,4
RoboForce,Robo Master,362,1997,Yellow,3
RoboForce,Robo Stalker,279,1997,Yellow,1
RoboForce,Robo Stalker,279,1997,Black,48
RoboForce,Robo Stalker,279,1997,Blue,2
RoboForce,Robo Stalker,279,1997,Dark Gray,1
RoboForce,Robo Stalker,279,1997,Light Gray,32
RoboForce,Robo Stalker,279,1997,Red,2
RoboForce,Robo Stalker,279,1997,Trans-Dark Blue,4
RoboForce,Robo Stalker,279,1997,Trans-Neon Orange,8
RoboForce,Robo Stalker,279,1997,White,4
RoboForce,Robo Raptor,222,1997,Trans-Neon Green,6
RoboForce,Robo Raptor,222,1997,Black,41
RoboForce,Robo Raptor,222,1997,Blue,2
RoboForce,Robo Raptor,222,1997,Dark Gray,1
RoboForce,Robo Raptor,222,1997,Light Gray,19
RoboForce,Robo Raptor,222,1997,Red,2
RoboForce,Robo Raptor,222,1997,Yellow,6
RoboForce,Robo Raider,137,1997,Dark Gray,1
RoboForce,Robo Raider,137,1997,Light Gray,21
RoboForce,Robo Raider,137,1997,Trans-Neon Orange,7
RoboForce,Robo Raider,137,1997,Yellow,1
RoboForce,Robo Raider,137,1997,Blue,6
RoboForce,Robo Raider,137,1997,Black,34
RoboRiders,Swamp + Lava + Frost + Onyx + Dust + Power [8509 + 8510 + 8511 + 8512 + 8513 + 8514],211,2000,Tan,5
RoboRiders,Swamp + Lava + Frost + Onyx + Dust + Power [8509 + 8510 + 8511 + 8512 + 8513 + 8514],211,2000,Trans-Light Blue,2
RoboRiders,Swamp + Lava + Frost + Onyx + Dust + Power [8509 + 8510 + 8511 + 8512 + 8513 + 8514],211,2000,Trans-Neon Orange,1
RoboRiders,Swamp + Lava + Frost + Onyx + Dust + Power [8509 + 8510 + 8511 + 8512 + 8513 + 8514],211,2000,Trans-Red,1
RoboRiders,Swamp + Lava + Frost + Onyx + Dust + Power [8509 + 8510 + 8511 + 8512 + 8513 + 8514],211,2000,White,8
RoboRiders,Swamp + Lava + Frost + Onyx + Dust + Power [8509 + 8510 + 8511 + 8512 + 8513 + 8514],211,2000,Yellow,6
RoboRiders,Swamp + Lava + Frost + Onyx + Dust + Power [8509 + 8510 + 8511 + 8512 + 8513 + 8514],211,2000,Black,34
RoboRiders,Swamp + Lava + Frost + Onyx + Dust + Power [8509 + 8510 + 8511 + 8512 + 8513 + 8514],211,2000,Chrome Silver,1
RoboRiders,Swamp + Lava + Frost + Onyx + Dust + Power [8509 + 8510 + 8511 + 8512 + 8513 + 8514],211,2000,Dark Gray,6
RoboRiders,Swamp + Lava + Frost + Onyx + Dust + Power [8509 + 8510 + 8511 + 8512 + 8513 + 8514],211,2000,Dark Turquoise,3
RoboRiders,Swamp + Lava + Frost + Onyx + Dust + Power [8509 + 8510 + 8511 + 8512 + 8513 + 8514],211,2000,Glow In Dark Opaque,1
RoboRiders,Swamp + Lava + Frost + Onyx + Dust + Power [8509 + 8510 + 8511 + 8512 + 8513 + 8514],211,2000,Light Gray,7
RoboRiders,Swamp + Lava + Frost + Onyx + Dust + Power [8509 + 8510 + 8511 + 8512 + 8513 + 8514],211,2000,Lime,7
RoboRiders,Swamp + Lava + Frost + Onyx + Dust + Power [8509 + 8510 + 8511 + 8512 + 8513 + 8514],211,2000,Orange,1
RoboRiders,Swamp + Lava + Frost + Onyx + Dust + Power [8509 + 8510 + 8511 + 8512 + 8513 + 8514],211,2000,Red,6
RoboRiders,Swamp + Frost + Onyx + Dust + Power [8509 + 8511 + 8512 + 8513 + 8514],153,2000,Black,34
