date,jobcountry,indeed_job_postings_index,display_name
2021-03-01,DE,103.68129032258064,Cleaning & Sanitation
2021-04-01,DE,122.22866666666667,Cleaning & Sanitation
2021-05-01,DE,132.9348387096774,Cleaning & Sanitation
2021-06-01,DE,152.42000000000002,Cleaning & Sanitation
2021-07-01,DE,161.74709677419355,Cleaning & Sanitation
2021-08-01,DE,171.2348387096774,Cleaning & Sanitation
2021-09-01,DE,182.57700000000003,Cleaning & Sanitation
2021-10-01,DE,197.04032258064515,Cleaning & Sanitation
2021-11-01,DE,204.66966666666667,Cleaning & Sanitation
2021-12-01,DE,204.4367741935484,Cleaning & Sanitation
2022-01-01,DE,187.9206451612903,Cleaning & Sanitation
2022-02-01,DE,195.79214285714286,Cleaning & Sanitation
2022-03-01,DE,196.2458064516129,Cleaning & Sanitation
2022-04-01,DE,198.39333333333335,Cleaning & Sanitation
2022-05-01,DE,204.07322580645163,Cleaning & Sanitation
2022-06-01,DE,208.27366666666666,Cleaning & Sanitation
2022-07-01,DE,208.32387096774193,Cleaning & Sanitation
2022-08-01,DE,208.82,Cleaning & Sanitation
2022-09-01,DE,209.431,Cleaning & Sanitation
2022-10-01,DE,217.39999999999998,Cleaning & Sanitation
2022-11-01,DE,231.56233333333333,Cleaning & Sanitation
2022-12-01,DE,241.35064516129032,Cleaning & Sanitation
2023-01-01,DE,232.9458064516129,Cleaning & Sanitation
2023-02-01,DE,228.945,Cleaning & Sanitation
2023-03-01,DE,224.11032258064517,Cleaning & Sanitation
2023-04-01,DE,218.55633333333333,Cleaning & Sanitation
2023-05-01,DE,217.18516129032258,Cleaning & Sanitation
2023-06-01,DE,220.403,Cleaning & Sanitation
2023-07-01,DE,222.0025806451613,Cleaning & Sanitation
2023-08-01,DE,217.6732258064516,Cleaning & Sanitation
2023-09-01,DE,218.67033333333333,Cleaning & Sanitation
2023-10-01,DE,230.7174193548387,Cleaning & Sanitation
2023-11-01,DE,239.08100000000002,Cleaning & Sanitation
2023-12-01,DE,248.9493548387097,Cleaning & Sanitation
2024-01-01,DE,226.0616129032258,Cleaning & Sanitation
2024-02-01,DE,223.06034482758622,Cleaning & Sanitation
2024-03-01,DE,209.08677419354837,Cleaning & Sanitation
2024-04-01,DE,197.12666666666667,Cleaning & Sanitation
2024-05-01,DE,195.67709677419353,Cleaning & Sanitation
2024-06-01,DE,197.4163333333333,Cleaning & Sanitation
2024-07-01,DE,196.39645161290323,Cleaning & Sanitation
2024-08-01,DE,196.1483870967742,Cleaning & Sanitation
2024-09-01,DE,199.102,Cleaning & Sanitation
2020-02-01,DE,101.29068965517241,Community & Social Service
2020-03-01,DE,99.19645161290323,Community & Social Service
2020-04-01,DE,88.016,Community & Social Service
2020-05-01,DE,84.68612903225807,Community & Social Service
2020-06-01,DE,88.02033333333334,Community & Social Service
2020-07-01,DE,94.9058064516129,Community & Social Service
2020-08-01,DE,95.20548387096774,Community & Social Service
2020-09-01,DE,95.664,Community & Social Service
2020-10-01,DE,107.39193548387097,Community & Social Service
2020-11-01,DE,111.273,Community & Social Service
2020-12-01,DE,113.03451612903227,Community & Social Service
2021-01-01,DE,110.85516129032258,Community & Social Service
2021-02-01,DE,112.31892857142857,Community & Social Service
2021-03-01,DE,109.81806451612904,Community & Social Service
2021-04-01,DE,110.13566666666667,Community & Social Service
2021-05-01,DE,114.15354838709678,Community & Social Service
2021-06-01,DE,123.284,Community & Social Service
2021-07-01,DE,133.2458064516129,Community & Social Service
2021-08-01,DE,140.8183870967742,Community & Social Service
2021-09-01,DE,141.24266666666665,Community & Social Service
2021-10-01,DE,164.05193548387095,Community & Social Service
2021-11-01,DE,175.192,Community & Social Service
2021-12-01,DE,185.29,Community & Social Service
2022-01-01,DE,194.7606451612903,Community & Social Service
2022-02-01,DE,201.38892857142858,Community & Social Service
2022-03-01,DE,220.09935483870967,Community & Social Service
2022-04-01,DE,227.04233333333335,Community & Social Service
2022-05-01,DE,232.05387096774194,Community & Social Service
2022-06-01,DE,217.18800000000002,Community & Social Service
2022-07-01,DE,218.44225806451612,Community & Social Service
2022-08-01,DE,224.8835483870968,Community & Social Service
2022-09-01,DE,218.88466666666667,Community & Social Service
2022-10-01,DE,229.338064516129,Community & Social Service
2022-11-01,DE,229.33933333333334,Community & Social Service
2022-12-01,DE,241.15322580645162,Community & Social Service
2023-01-01,DE,236.71193548387095,Community & Social Service
2023-02-01,DE,231.57999999999998,Community & Social Service
2023-03-01,DE,221.42709677419353,Community & Social Service
2023-04-01,DE,224.66833333333335,Community & Social Service
2023-05-01,DE,219.49193548387098,Community & Social Service
2023-06-01,DE,218.315,Community & Social Service
2023-07-01,DE,225.17870967741936,Community & Social Service
2023-08-01,DE,232.3,Community & Social Service
2023-09-01,DE,228.18866666666665,Community & Social Service
2023-10-01,DE,240.36774193548385,Community & Social Service
2023-11-01,DE,240.74466666666666,Community & Social Service
2023-12-01,DE,238.50612903225806,Community & Social Service
2024-01-01,DE,227.40258064516127,Community & Social Service
2024-02-01,DE,214.3596551724138,Community & Social Service
2024-03-01,DE,218.8325806451613,Community & Social Service
2024-04-01,DE,215.138,Community & Social Service
2024-05-01,DE,217.2474193548387,Community & Social Service
2024-06-01,DE,206.69266666666667,Community & Social Service
2024-07-01,DE,197.74258064516127,Community & Social Service
2024-08-01,DE,189.8667741935484,Community & Social Service
2024-09-01,DE,179.5325,Community & Social Service
2020-02-01,DE,101.04862068965517,Construction
2020-03-01,DE,102.00258064516129,Construction
2020-04-01,DE,94.16333333333334,Construction
2020-05-01,DE,92.02387096774193,Construction
2020-06-01,DE,93.52666666666667,Construction
2020-07-01,DE,96.49129032258064,Construction
2020-08-01,DE,97.05032258064516,Construction
2020-09-01,DE,100.75533333333333,Construction
2020-10-01,DE,109.19903225806452,Construction
2020-11-01,DE,113.373,Construction
2020-12-01,DE,119.35290322580646,Construction
2021-01-01,DE,127.25290322580646,Construction
2021-02-01,DE,123.10785714285714,Construction
2021-03-01,DE,122.86032258064516,Construction
2021-04-01,DE,125.07333333333332,Construction
2021-05-01,DE,124.84,Construction
2021-06-01,DE,128.704,Construction
2021-07-01,DE,132.82709677419356,Construction
2021-08-01,DE,140.87129032258065,Construction
2021-09-01,DE,148.80633333333333,Construction
2021-10-01,DE,166.72387096774193,Construction
2021-11-01,DE,168.66866666666667,Construction
2021-12-01,DE,168.64645161290323,Construction
2022-01-01,DE,169.1751612903226,Construction
2022-02-01,DE,166.89607142857145,Construction
2022-03-01,DE,177.1074193548387,Construction
2022-04-01,DE,179.332,Construction
2022-05-01,DE,172.46870967741935,Construction
2022-06-01,DE,159.929,Construction
2022-07-01,DE,163.18645161290323,Construction
2022-08-01,DE,164.26967741935482,Construction
2022-09-01,DE,166.70133333333334,Construction
2022-10-01,DE,175.8525806451613,Construction
2022-11-01,DE,181.36666666666667,Construction
2022-12-01,DE,181.38483870967744,Construction
2023-01-01,DE,184.7016129032258,Construction
2023-02-01,DE,174.0725,Construction
2023-03-01,DE,171.78129032258065,Construction
2023-04-01,DE,171.903,Construction
2023-05-01,DE,164.21516129032258,Construction
2023-06-01,DE,168.99200000000002,Construction
2023-07-01,DE,174.5464516129032,Construction
